OPERATOR,RIG,JOBNUM,WELL,COUNTY,STATE,BHA,BHA_DESC,DATEIN,DATEOUT,DEPTHIN,DEPTHOUT,TOTAL DRILL,ROTATE DRILL,ROTATE HRS,ROTATE ROP,SLIDE ROP,AVG ROP,CIRC_HOURS,DRILLING_HOURS,SLIDE_DRILLED,SLIDE_HOURS,BIT_MAKE,BIT_MODEL,BIT_NUM,TFA,GRADEOUT,MUD_WEIGHT,FLUID_TYPE,SOLIDS,PV,YP,CHLORIDES,BHT,MOTOR_OD,MOTOR_DESCRIPTION,SN,MOTOR_MODEL,MOTOR_MAKE,BENDANGLE,BIT2BEND,MOTOR_LOBES,MOTOR_STAGES,PLANNEDDLS,ACTDLS,MOTORYIELD,ON_BTM_PRESS,RPM,DIFF_PRESS,MAX_DIFFP,ON_BTM_TQ,MAX_TORQUE,FLOW_RATE,MAX_FLOW,WOB,COMMENTS,ADDITIONAL_COMMENTS,UNPLANNED_TRIP,MOTOR_FAILURE,MWD_FAILURE,TRIP_FOR_FAILURE,NPT,HRS_TO_FAIL,NUM_STALLS,WASH_REAM_TIME,DRY_REAM_TIME,PU,ROT,SO,SURFACEFINDINGS,TROUBLESHOOTING,LAT,LONG,BRT_HRS,PHASES,MOTOR_KICKPAD_OD,MOTOR_SLEEVE_OD,MAX_DLS,REASON_POOH,STATOR_FIT,STATOR_TYPE,BHT_MIN,BHT_AVG,BHT_MAX,MWD_COMMENTS
"Riley Permian Operating Co., LLC",Energy 16,TX-FP-210072,3H - THOMPSON-KUNZE 3H - ST01,Lee,Texas,6,BHA 6,2/14/2022,2/18/2022,10655,13928,3273,2814,20.25,138.963,19.125,73.966,59.25,44.25,459,24,Drilformance,DF613,5,1.116,1-1-WT-A-X-I-NO-TD,13,OBM,18,17,11,48000,0,5,5 Motor 6/7 8.0 FBH @ 2.0 5 7/8 BS (Standard .036),51XD-533,6/7 8.0,DIG,2,4.5,6/7,8.0,0,14,10,4756,67.4,476,1840,6934.5,5741,314.4,350,19.5,"Side Track 1 BHA intended purpose was to Sidetrack in open hole @ 10,655 MD create seperation from OH and continue to TD per Plan 4 ST-01. 
Time drilled for 15 ft. then started with control slide to create seperation. Motor yielded and performed as expected for sidetrack. No issues. 
Continuing on in lateral BHA performed and tracked much better than the previous with 1.75 Slick motor that gave us lots of erratic direction and inclination changes. This stabilized 2.0 motor did have a decent build tendency but was much more predictable with direction with slides yielding in the 14-16?/100 range. Overall good run for BHA 6. 
On surface there was no visual or audible damage. Motor drained and had minimal squat. 
Bit Grade 1-1-WT-A-X-I-NO-TD

MWD - No issues to report - Gamma relog correlated with previous BHA and tracked well with the original well bore. 
Puilse heigth 50lb average - with DWS agitator 25 stands back. 
Tool had no wash everything looked good. 
Poppet 1.167
 Orifice 1.28","BHA intended purpose was to Sidetrack in open hole @ 10,655 MD create seperation from OH and continue to TD per Plan 4 ST-01. 
Time drilled for 15 ft. then started with control slide to create seperation. Motor yielded and performed as expected for sidetrack. No issues. 
Continuing on in lateral BHA performed and tracked much better than the previous with 1.75 Slick motor that gave us lots of erratic direction and inclination changes. This stabilized 2.0 motor did have a decent build tendency but was much more predictable with direction with slides yielding in the 14-16?/100 range. Overall good run for BHA 6. 
On surface there was no visual or audible damage. Motor drained and had minimal squat. 
Bit Grade 1-1-WT-A-X-I-NO-TD

MWD - No issues to report - Gamma relog correlated with previous BHA and tracked well with the original well bore. 
Puilse heigth 50lb average - with DWS agitator 25 stands back. 
Tool had no wash everything looked good. 
Poppet 1.167
 Orifice 1.28",0,0,0,0,0,0,0,11,0,140,130,120,,,30.08278,-96.91568,84.917,LAT: LATERAL / ST1: SIDETRACK 1,5.562,5.875,9.34,Well TD,0.036,NBR,0,212.4,263,"MWD - No issues to report - Gamma relog correlated with previous BHA and tracked well with the original well bore. 
Puilse heigth 50lb average
Tool had no wash everything looked good. 
Poppet 1.167
Orific 1.28"
"Riley Permian Operating Co., LLC",Energy 16,TX-FP-210072,3H - THOMPSON-KUNZE 3H - ST01,Lee,Texas,1,BHA 1,1/29/2022,1/30/2022,120,4001,3881,3881,13.417,289.267,0,289.267,15.417,13.417,0,0,Varel,VTD-619-P2DHX,1,0.742,1-1-BT-G-X-I-WT-TD,8.6,FW,2.5,2,1,650,0,8,9 5/8in Motor - 7/8 3.4 1.75 - 14 1/2 NBS,DFM-975-013,7/8 3.4,DrillFormance,1.75,7,7/8,3.4,0,0,8,1775,57,247.5,770,0,21450,673,900,15.09,"During surface run we kept having to shut down and or reduce flow to allow cellar pumps to catch up. BHA performed as expected with no motor or iron issues to report. Motor drained and had no visual or audible damage.  MWD lower end was lodged in muleshoe sleeve. Was able to loosen connection and LD the rest of the tool, no other issues. . No build or turn tendency.
BIT GRADE: 1-1-BT-G-X-I-WT-TD","During surface run we kept having to shut down and or reduce flow to allow cellar pumps to catch up. BHA performed as expected with no motor or iron issues to report. Motor drained and had no visual or audible damage.  MWD lower end was lodged in muleshoe sleeve. Was able to loosen connection and LD the rest of the tool, no other issues. . No build or turn tendency.
BIT GRADE: 1-1-BT-G-X-I-WT-TD",0,0,0,0,0,0,0,0,0,83,80,80,,,30.08278,-96.91568,29.5,SURFACE: SURFACE,9.88,14.5,0.73,Section TD,-0.005,NBR-HPW,0,0,0,
"Riley Permian Operating Co., LLC",Energy 16,TX-FP-210072,3H - THOMPSON-KUNZE 3H - ST01,Lee,Texas,2,BHA 2,2/2/2022,2/4/2022,4001,8345,4344,4175,20.25,206.173,52,184.851,29.917,23.5,169,3.25,Ulterra,SPL616,2,1.353,0-1-CT-G-X-I-BHA,9.3,OBM,9,9,8,48000,0,6.938,7in Motor - 7/8 8.5 1.83 - 9 3/8 NBS (Int .001),DFM-700-F-090,7/8 8.5,DrillFormance,1.83,4.25,7/8,8.5,2,2,8,2550,58.57,489.29,1910,6564.71,18710,617.86,750,21.38,"Motor Drain Success, No MWD Issues, No Gap in Bit Box.  No visible motor wear.  Kick pad and Stabilizer in gauge.","Motor drained well, zero slack in bit box, no wear on pad or stab.  No visual issues on motor.",0,0,0,0,0,0,0,0,0,137,128,124,,,30.08278,-96.91568,53.5,INT-1: INTERMEDIATE 1,7.938,9.375,1.71,Change BHA,-0.001,XPSTD,0,121.67,137,MWD Tool performed as expected
"Riley Permian Operating Co., LLC",Energy 16,TX-FP-210072,3H - THOMPSON-KUNZE 3H - ST01,Lee,Texas,3,BHA 3,2/5/2022,2/6/2022,8345,9340,995,441,6.333,69.632,39.571,48.934,21.083,20.333,554,14,Baker Hughes,KMX524,3,1.178,0-1-BT-S-E-I-BHA,10.5,OBM,8,10,9,50000,129,7.25,7 1/4in Motor 7/8 8.5 2.12 w/ 9 3/8 NBS (-.005),7251-237,7/8 8.5,DIG,2.12,4.61,7/8,8.5,8,8,12,2550,58.57,489.29,1820,6564.71,16052,617.86,800,36.92,"Successful motor drain, no slack in bit box spacing, no wear on kick pad.  No visible issues.","Successful motor drain, no slack in bit box spacing, no wear on kick pad.  No visible issues.",0,0,0,0,0,0,0,0,0,137,128,124,,,30.08278,-96.91568,41.333,CURVE: CURVE,7.5,9.375,12.85,Section TD,-0.005,XPSTD,0,0,0,X-tool Performed as expected.  No issues to report.
"Riley Permian Operating Co., LLC",Ensign T120,TX-FP-220115,1H - SUZZANNE AC UNIT - Wellbore 1,Lee,Texas,3,BHA 3,12/18/2022,12/19/2022,8793,9148,355,40,0.667,60,75.6,73.448,6.417,4.833,315,4.167,Baker Hughes,DD406TS,3,1.243,1-1-X-I-BHA,9.9,HP Brine,8,13,10,100000,0,6.75,"6 3/4"" 4:5 7.0 FBH @ 2.38 TS (Fit 0.002)",CD684013,4/5 7.0,Patriot,2.38,4.75,4/5,7.0,12,15.89,0,2825,20,408.33,1580,7.5,13630,587.5,600,30,,Motor performed as expected held good diff and drained good with minimal slack in bearings.,0,0,0,0,0,0,0,0,0,230,0,220,,,30.08656,-96.9231,18,CURVE: CURVE,7.125,0,15.89,Change BHA,0.002,NBR-HPT,166,169,184,
"Riley Permian Operating Co., LLC",Ensign T120,TX-FP-220115,1H - SUZZANNE AC UNIT - Wellbore 1,Lee,Texas,2,BHA 2,12/16/2022,12/18/2022,4124,8793,4669,4225,16,264.062,58.549,197.979,32.083,23.583,444,7.583,Baker Hughes,DD406TS,2,1.238,1-1-X-I-BHA,9.8,HP Brine,9,18,14,100000,98,7,"7"" 5:6 8.3 FBH @ 2.12 Slick (Fit 0.007 OS)",DFM-700-136,5/6 8.3,DrillFormance,2.12,4.3,5/6,8.3,12,9,0,2876,56,548,1960,7,13030,605,750,33,,POOH Due to low build rates. Formation was ratty when kicking off and build rates were lacking as curve went on formation and TF control was good and motor only yielded 9.7. Motor drained good and had minimal slack in bearings.,0,0,0,0,0,0,0,0,0,150,145,140,,,30.08656,-96.9231,49.833,INT-1: INTERMEDIATE 1 / CURVE: CURVE,7.25,0,9.72,Low build rates,0.007,NBR-HPW,0,59.8,166.1,
"Riley Permian Operating Co., LLC",Ensign T120,TX-FP-220115,1H - SUZZANNE AC UNIT - Wellbore 1,Lee,Texas,4,BHA 4,12/19/2022,12/20/2022,9148,9611,463,451,3.667,123,72,120.783,9.917,3.833,12,0.167,Baker Hughes,DD406TS,2/4,1.238,1-1-X-BHA,9.9,HP Brine,8,13,10,100000,0,7,"7"" 5:6 8.4 FBH @ 1.83 w/8"" NBS (Fit0.006 )",CD700042,5/6 8.4,Patriot,1.83,4.65,5/6,8.4,0,0,0,2825,20,408.33,1785,7.5,11772,587.5,700,20,,We experienced excess pressure and decision was made to POOH when reaching the agitator pressure was 1400 psi difference went ahead and changed entire bha as well as agitator,0,0,0,0,0,0,0,0,0,230,225,220,,,30.08656,-96.9231,11,LAT: LATERAL,7.375,8,8.31,Change BHA,0,,0,58,173,
"Riley Permian Operating Co., LLC",Ensign T120,TX-FP-220115,1H - SUZZANNE AC UNIT - Wellbore 1,Lee,Texas,5,BHA 5,12/20/2022,12/25/2022,9611,14960,5349,4657,52.5,88.705,25.789,67.424,92.083,79.333,692,26.833,Baker Hughes,DD406TS,,1.243,1-2-WT-A-X-I-PR,9.9,HP Brine,8,13,10,100000,0,7,"7"" 5:6 8.3 FBH @1.83 w/8"" NBS (Fit 0.024 OS)",DFM-700-144,5/6 83,DrillFormance,1.83,4.5,5/6,8.3,0,0,0,2984,78,408,1960,14797,13030,531,750,29,,Motor did not drain @ Surface. Had about 2 inches of slack at bit box. MWD tool worked as expected.,0,0,0,0,0,0,0,0,0,230,205,170,,,30.08656,-96.9231,119.667,LAT: LATERAL,7.375,8,9.74,ROP,0.024,NBR-HPW,0,151.03,231,
"Riley Permian Operating Co., LLC",Ensign T120,TX-FP-220115,1H - SUZZANNE AC UNIT - Wellbore 1,Lee,Texas,6,BHA 6,12/25/2022,12/28/2022,14960,16236,1276,1157,10.167,113.803,23.41,83.672,32.417,15.25,119,5.083,Baker Hughes,DD406TS,4RR,1.238,2-2-WT-A-X-1/16-TD,9.9,HP Brine,8,13,10,100000,0,7,"7"" 5:6 9.4 FBH @2.0 Slick ( Fit .003)",CD700051,5/6 9.4,Patriot,2,4.65,5/6,9.4,2,2,0,3571.88,63.12,471.88,2030,18125,11644,550,700,28.75,,Motor drained @ Surface w/ No slack in bearings. MWD tool worked as expected.,0,0,0,0,0,0,0,10,0,325,235,145,,,30.08656,-96.9231,68,LAT: LATERAL,7.125,0,2.41,Well TD,0.003,NBR-HPW,224,206.94,238,
"Riley Permian Operating Co., LLC",Ensign T120,TX-FP-220115,1H - SUZZANNE AC UNIT - Wellbore 1,Lee,Texas,1,BHA 1,12/14/2022,12/15/2022,0,4124,4124,4054,12.833,315.896,210,313.215,15.25,13.167,70,0.333,Ulterra,U616S,1,1.035,1-1-WT-S-X-I-NO-TD,0,,0,0,0,0,0,8,"8"" 7:8 4.0 FBH @ 1.50 w/12"" NBS (Fit CLR .006)",DFM-800-040,800784.0,DrillFormance,1.5,6.02,7/8,4.0,0,0,0,1400,80,300,900,7.25,16589,700,900,15,,"Assembly had a tendency to drift to the northwest, but was corrected easily with minimal sliding.  At surface, no visible damge to the BHA, motor drained fine and bit was graded out at 1-1.",0,0,0,0,0,0,0,0,0,100,95,90,,,30.08656,-96.9231,23,SURFACE: SURFACE,8.375,12,1.3,Section TD,0.006,,0,50.79,79,
"Riley Permian Operating Co., LLC",Trinidad 109,GDP-191026,3H_ - Winkler-Forester Unit - OH,Lee,Texas,1,Curve,12/20/2019,12/22/2019,8553,9137,584,225,3.25,69.231,49.517,55.619,41.75,10.5,359,7.25,Drilformance,,1,0,,10.55,Brine,0,11,7,0,0,6.625,"Size (in): 6.75, Coupling Housing Type: Fixed, Bend Angle: 2.12, Rotor Lobe: 4, Stator Lobe: 5, Stator Stage: 7",RDM 775-01,5/6 8.4,Renegade,2.12,5.64,4/5,7,0,0,0,2537.5,40,646.875,0,10.667,0,504,0,33.938,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30.09355,-96.93845,17550.5,CURVE: CURVE,0,0,10.56,Change BHA,0,,1000.25,0,0,
"Riley Permian Operating Co., LLC",Trinidad 109,GDP-191026,3H_ - Winkler-Forester Unit - ST01,Lee,Texas,3,Sidetrack,12/28/2019,12/28/2019,8614,9010,396,105,1.667,63,42.072,46.136,13.667,8.583,291,6.917,Drilformance,,1RR1,0,,10.4,Brine,0,12,5,0,0,6.75,"Size (in): 6.75, Coupling Housing Type: Fixed, Bend Angle: 2.38, Rotor Lobe: 4, Stator Lobe: 5, Stator Stage: 7",RDM-78215,,Renegade,2.38,5.36,4/5,7,0,0,0,2262.5,20,743.75,0,10,0,497.375,0,24.25,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30.09355,-96.93845,11,ST1: SIDETRACK 1,0,0,0,Section TD,0,,1000.25,0,0,
"Riley Permian Operating Co., LLC",Trinidad 109,GDP-191026,3H_ - Winkler-Forester Unit - OH,Lee,Texas,2,Lateral BHA,12/22/2019,12/23/2019,9137,9166,29,29,0.5,58,0,58,12.417,0.5,0,0,Ulterra,,2,0,,10.55,Brine,0,11,7,0,0,7,"Size (in): 7.00, Coupling Housing Type: Fixed, Bend Angle: 1.83, Rotor Lobe: 7, Stator Lobe: 8, Stator Stage: 6.1",BPB5700-0010,,Bico,1.83,5.32,7/8,6.1,0,0,0,2650,40,800,0,10,0,504,0,32,,,1,0,0,1,0,0,0,0,0,0,0,0,,,30.09355,-96.93845,36,CURVE: CURVE,0,0,3.97,BHA Twist Off,0,,1000.25,0,0,
"Riley Permian Operating Co., LLC",Trinidad 109,GDP-191026,3H_ - Winkler-Forester Unit - ST01,Lee,Texas,4,Lateral BHA,12/30/2019,1/2/2020,9010,11271,2261,1815,17.417,104.211,26.235,65.695,49.333,34.417,446,17,Drilformance,,3,0,,11.1,Brine,0,16,9,0,0,6.5,"Size (in): 6.50, Coupling Housing Type: Fixed, Bend Angle: 1.75, Rotor Lobe: 7, Stator Lobe: 8, Stator Stage: 5",39565-3-25,,Bico,1.75,5.36,7/8,5,0,0,0,2147.381,60.733,430.238,0,13.552,0,411.857,0,25.786,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30.09355,-96.93845,70,ST1: SIDETRACK 1 / LAT: LATERAL,0,0,15.22,Change BHA,0,,1000.25,0,0,
"Riley Permian Operating Co., LLC",Trinidad 109,GDP-191026,3H_ - Winkler-Forester Unit - ST01,Lee,Texas,5,Lateral BHA,1/2/2020,1/6/2020,11271,15504,4233,3901,29.5,132.237,21.191,93.72,62.417,45.167,332,15.667,Drilformance,,4,0,,11.1,Brine,0,15,15,0,0,6.5,"Size (in): 6.50, Coupling Housing Type: Fixed, Bend Angle: 1.75, Rotor Lobe: 7, Stator Lobe: 8, Stator Stage: 5",BPG650-0041,,Bico,1.75,5.36,7/8,5,0,0,0,2280.38,82.136,394.304,0,16.076,0,406.418,0,25.747,,,1,1,0,1,0,0,0,0,0,0,0,0,,,30.09355,-96.93845,89.5,LAT: LATERAL,0,0,7.7,Motor Failure,0,,1000.25,0,0,
"Riley Permian Operating Co., LLC",Trinidad 109,GDP-191026,3H_ - Winkler-Forester Unit - ST01,Lee,Texas,6,Lateral BHA,1/6/2020,1/11/2020,15504,15504,0,0,0,0,0,0,75,0,0,0,Drilformance,,4RR1,0,,10.4,Brine,0,12,5,0,0,6.5,"Size (in): 6.50, Coupling Housing Type: Fixed, Bend Angle: 1.75, Rotor Lobe: 7, Stator Lobe: 8, Stator Stage: 5",G649,,Bico,1.75,5.36,7/8,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30.09355,-96.93845,115,LAT: LATERAL,0,0,0,Section TD,0,,0,0,0,
"Riley Permian Operating Co., LLC",Trinidad 109,GDP-201003,2H - Winkler-Forester Unit - OH,Lee,Texas,3,Curve Assembly BHA # 3,1/18/2020,1/20/2020,8184,8386,202,50,1,50,24.986,28.518,17.083,7.083,152,6.083,Drilformance,DF 613 R3,3,0,,9.2,Brine,0,1,1,0,163,7.75,"7 3/4 X 6 3/4 4/5 7.0 Fxd @ 2.12 W/ True Slk BFF, Size (in): 8.50, Coupling Housing Type: Fixed, Bend Angle: 2.12, Rotor Lobe: 4, Stator Lobe: 5, Stator Stage: 7",RDM 77501,4/5 7.0 ,Renegade,2.12,6.2,4/5,7,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,0,0,0,0,0,0,,,30.09359,-96.93853,48,CURVE: CURVE,0,0,0,MWD Failure,0,,163,0,178,
"Riley Permian Operating Co., LLC",Trinidad 109,GDP-201003,2H - Winkler-Forester Unit - OH,Lee,Texas,4,BHA #4,1/20/2020,1/22/2020,8386,9098,712,208,3.417,60.878,46.884,50.259,26.5,14.167,504,10.75,Drilformance,DF 613 R3,4,0,,11,Brine,0,1,1,0,90,7,"7 5/6 8.3 Fxd @ 2.38 W/ 9 3/8 NBS BFF, Size (in): 7.00, Coupling Housing Type: Fixed, Bend Angle: 2.38, Rotor Lobe: 5, Stator Lobe: 6, Stator Stage: 8.3",DFM-700-F-036,5/6 8.3,DrillFormance,2.38,4,5/6,8.3,0,0,0,0,0,0,1960,0,0,0,0,0,,,0,0,0,0,0,0,5,0,0,0,0,0,,,30.09359,-96.93853,48,CURVE: CURVE / LAT: LATERAL,0,9.375,0,Change BHA,0,,163,0,163,
"Riley Permian Operating Co., LLC",Trinidad 109,GDP-201003,2H - Winkler-Forester Unit - OH,Lee,Texas,1,SURFACE,1/15/2020,1/15/2020,100,3635,3535,3428,7.833,437.617,116.727,404,10.083,8.75,107,0.917,Ulterra,,1,0,,8.6,Water,0,1,1,0,178,7,"8 7/8 4.0 Fxd @ 1.75 W/14 1/4 NBS, Size (in): 8.00, Coupling Housing Type: Fixed, Bend Angle: 1.75, Rotor Lobe: 7, Stator Lobe: 8, Stator Stage: 4",57,7/8 4.0,BICO,1.75,10,7/8,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30.09359,-96.93853,0,SURFACE: SURFACE,0,14.25,0,Section TD,0,,63,0,135,
"Riley Permian Operating Co., LLC",Trinidad 109,GDP-201003,2H - Winkler-Forester Unit - OH,Lee,Texas,2,Drill Out,1/17/2020,1/18/2020,3635,8184,4549,4387,19.5,224.974,42.261,194.957,26.333,23.333,162,3.833,Ulterra,SPL 616,2,0,,9.6,Brine,0,16,10,0,178,8,"8 7/8 4.0 Fxd @ 1.75 W/ 9 3/8 NBS, Size (in): 8.00, Coupling Housing Type: Fixed, Bend Angle: 1.75, Rotor Lobe: 7, Stator Lobe: 8, Stator Stage: 4",43,7/8 4.0,,1.75,6.2,7/8,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30.09359,-96.93853,24,INT-1: INTERMEDIATE 1,0,9.375,0,Change BHA,0,,99,0,178,
"Riley Permian Operating Co., LLC",Ensign T120,TX-FP-210010,3H Bamsch-Gotier Unit,Lee,Texas,4,BHA 4 Curve,5/22/2021,5/23/2021,8668,9240,572,120,2.167,55.385,40.478,42.9,18.5,13.333,452,11.167,Baker Hughes,KMX526,4,1.098,1-1-NO-A-E-I-NO-TD,9.4,Brine,16,13,11,104000,0,6.75,6.75 4/5 7.0 FXD@2.38 Slick,6751XD-1687,675XD,Leam,2.38,4.64,4/5,7.0,8,12,12,3300,25,400,2104,7.5,13024,600,600,30,,"Motor Drained, No visible damage",0,0,0,0,0,0,0,1,0,250,220,200,,,30.1034,-96.91462,31.667,CURVE: CURVE,7,0,12.95,Section TD,0.016,NBR,1000.25,0,0,
"Riley Permian Operating Co., LLC",Ensign T120,TX-FP-210010,3H Bamsch-Gotier Unit,Lee,Texas,3,BHA 3 Curve,5/20/2021,5/22/2021,8252,8668,416,0,0,0,26.413,26.413,16.167,15.75,416,15.75,Drilformance,613.R3,3,1.208,1-1-CT-G-X-I-NO-RIG,9.4,Brine,16,13,11,104000,0,7,7 1/4  5/6 8.8 FXD @ 2.12 with SS,7251-237,725XD,Leam,2.12,4.6,5/6,8.8,8,7.4,0,3850,0,200,2104,0,13024,750,750,12,1 chipped cutter on the transition from the gauge row to the shoulder row.,"POOH due to wash on mud line.
Motor Drained Good.
1/8 Slack at bit box.",1,0,0,0,0,0,1,0,0,225,220,215,,,30.1034,-96.91462,27,CURVE: CURVE,7.437,0,7.51,Rig Failure,0.002,NBR,1000.25,0,0,
"Riley Permian Operating Co., LLC",Ensign T120,TX-FP-210010,3H Bamsch-Gotier Unit,Lee,Texas,5,BHA 5,6/8/2021,6/15/2021,9315,17031,7716,6399,68,94.103,28.221,67.291,137.833,114.667,1317,46.667,Ulterra,613,5,0.663,1-1-NO-A-X-I-NO-TD,9.4,OBM,16,13,11,104000,0,5,"5"" 6/7 9.0 FXD @ 2.0 SATW",XD529,XD,Leam,2,4.5,6/7,9.0,0,0,13,5650,46.034,779.245,2100,9.219,15000,296.698,400,29.925,,"Motor Drained Good
1/4 Slack seen at bit box
Motor yeided 13 to 14s at start of lateral fell off to 10 to 12s at end of lateral.
Slid 30 to 60 fph for most of lateral
Slid 20- 30 fph last 1000
*Motor was only intended for a clean up run to build trough for casing to go into after Baker rotary steerable unintended side track. Decision was made to side track and drill lateral.  Motor performed very well given the amount of sliding hours, temperture, and GPMs.  Max GPM was 350 with 300-325 GPMs for most of lateral.  Motor rotated well but had 11 degree doglegs from formation push.  This assembly would have benefitted being stabilized. ROP fell significantly for last 20 hours of drilling with no stalls and no signs of chunking given.",0,0,0,0,0,0,1,12,0,212.311,175.236,135.142,,,30.1034,-96.91462,164.25,LAT: LATERAL / CURVE: CURVE,5.312,0,12.63,Well TD,0.009,NBR,1000.25,0,0,
"Riley Permian Operating Co., LLC",Ensign T120,TX-FP-210010,3H Bamsch-Gotier Unit,Lee,Texas,1,BHA 1 Surface,5/16/2021,5/17/2021,107,4074,3967,3759,12.75,294.824,99.84,267.438,16.083,14.833,208,2.083,Varel,VION-619,1,0.778,0-0-NO-A-X-I-TD,8.5,Water,3,1,1,500,0,8,9 5/8 Combo 7/8 4.0 Adj@1.50 w/ 14.25 STB,BPB5962-0029,SS100,BICO,1.5,10,7/8,4.0,1,5,5,1756.552,58.824,277.241,1400,6.3,23,810.345,900,13.966,"BHA performed good, dropping slightly in rotation. Ran at reduced flow rate due to shakers not handling flow and catch tanks filling up.","Motor Drained, No slack, No visible damage",0,0,0,0,0,0,0,0,0,97.31,94.517,91.793,,,30.1034,-96.91462,23,SURFACE: SURFACE,10.375,14.25,1.32,Section TD,0.006,SS,1000.25,0,0,
"Riley Permian Operating Co., LLC",Ensign T120,TX-FP-210010,3H Bamsch-Gotier Unit,Lee,Texas,2,BHA 2 Intermediate,5/19/2021,5/20/2021,4074,8252,4178,3983,13.167,302.506,50.87,245.765,20,17,195,3.833,Ulterra,RPS616,2,1.187,1-1-NO-A-X-I-NO-BHA,8.5,Water,3,1,1,500,0,7,7 1/4  7/8 8.5 FXD @ 1.83 with Stab,7251-244,725XD,Leam,1.83,5.1,7/8,8.5,1.5,1,6,2522.963,51.25,587.778,1820,7.731,16052,659.259,800,20,,"Motor Drained Good
1/4 Slack Seen at Bit Box",0,0,0,0,0,0,0,0,0,160.37,155.926,151.296,,,30.1034,-96.91462,32.25,INT-1: INTERMEDIATE 1,7.25,9.125,1.3,Change BHA,0.003,NBR,1000.25,0,0,
"Riley Permian Operating Co., LLC",Ensign T120,TX-FP-220064,1H - BAMSCH-TEINERT - ST01,Lee,Texas,4,BHA 4,7/19/2022,7/22/2022,9337,12846,3509,3298,21.333,154.594,53.872,138.97,38.917,25.25,211,3.917,Drilformance,DFM 613,4,1.045,1-2-BT-G-X-I-NO-HP,11,OBM,16,16,11,50000,0,5.25,"5.25"" 4/5 10.3 Fxd@1.83 TS (.019)",MM-5-002,,,1.83,4.01,4/5,10.3,0,0,0,4737.31,73,444.03,2430,4.9,6320,335.67,400,11.51,,"The purpose of this run was to drill out Float equipment/Casing shoe at bottom of Curve, and then proceed to drill ahead in the Lateral section.
  Assembly tracked fairly well, building slightly in rotation, with only two occasions of hard formation push down - both pushes down and left.
  Motor showed no visible damage, no slack at bearing section, and drained well.
 Bit graded 1-2, with broken cutters on gauge.",0,0,0,0,0,0,0,0,4.66,198,179,164,,,30.10857,-96.91273,54,LAT: LATERAL,5.625,0,6.18,Hole problems,0.019,NBR-HPO,0,215,256,
"Riley Permian Operating Co., LLC",Ensign T120,TX-FP-220064,1H - BAMSCH-TEINERT - ST01,Lee,Texas,5,BHA 5,7/25/2022,7/26/2022,12846,12846,0,0,0,0,0,0,5.333,0,0,0,,SPD613,5,1.178,1-1-NO-A-X-I-NO-,11,OBM,15,15,11,55000,0,5.25,"5.25"" 4/5 10.3 Fxd@ 2.0 TS (.019)",MM-5-004,,,2,4,4/5,10.3,0,0,0,0,0,0,2430,0,6320,50,400,0,,"While TIH w/ Sidetrack assembly, it became necessary to high-side motor at 70? to continue TIH through casing.
  It was necessary to wash and ream to 9,725 due to inability to TIH on elevators. At 9,725, when unscrewing from stump at rig floor, oil-based mud came forth from stump signifying a malfunctioning float valve.
  Decision was made by client to TOH to shoe, and place pressure on the backside in an effort to make the float valve function.
 Soon into the process of TOH wet, we pulled tight, so we screwed into string and engaged pumps to facilitate TOH. At this point we experienced hole packing off, so pumps were killed and we proceeded to backream dry up to shoe. Packing off issue persisted into shoe.
  Decision made by client to TOH all the way. Upon visual inspection, float valve showed to be stuck open due to being obstructed by cement.
  Motor showed no visible damage, drained well, had no significant squat at bearing section.
  Bit graded 1-1.",0,0,0,0,0,0,0,0,0,0,0,0,,,30.10857,-96.91273,24.75,ST1: SIDETRACK 1,5.5,0,0,,0.019,NBR-HPO,198,0,0,
"Riley Permian Operating Co., LLC",Ensign T120,TX-FP-220064,1H - BAMSCH-TEINERT - ST01,Lee,Texas,7,BHA 7,7/31/2022,8/6/2022,14901,16955,2054,1965,15,131,35.6,117.371,60.083,17.5,89,2.5,,SPD613,6,1.178,1-1-X-I-TD,12.5,OBM,22,21,12,39000,0,5.188,"5.25"" 4/5 10.3 Fxd@ 2.0 TS",MM-5-001,,,1.83,4.01,4/5,10.3,0,0,0,5446,59,446,2430,7.63,6320,310,400,20,,Motor Performed as expected held good diff and drained good,0,0,0,0,0,0,0,26,0,220,175,140,,,30.10857,-96.91273,162.75,ST1: SIDETRACK 1,5.625,0,3.06,Well TD,0.019,NBR-HPO,252,263,270,
